镜号	类别	资源	镜末状态	逻辑引用	实际采用	SHA256
EP003_SH11	人物	陆照	left_shoulder_bleeding_ear_struck_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩伤包掌/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩伤包掌/ref_v01.jpg	02b7108af67b823e8139a525012be6330e328fb670a92d6f869aebdc013e63cb
EP003_SH11	人物	葛牙	dry	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/葛牙_01.jpg	d2820c27545132b4cd142e0cc4d67e054bc696a597b8ff88a520b650da83dbca
EP003_SH11	场景	晒网架		制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	60392021b01b91ca06e537f8a66d79a3b0df00e8ee03211712ccfa5c196557e0
EP003_SH11	道具	晒网架		制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	60392021b01b91ca06e537f8a66d79a3b0df00e8ee03211712ccfa5c196557e0
EP003_SH11	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP003_SH11	道具	棕兜帽		制作/前三集_v8_v2_文本定稿/资产/落地棕兜帽/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/落地棕兜帽/ref_v01.jpg	87903485984ad46efa70273c35c9e2b4cf55a8511ee05c454fd213924248f6d6
EP003_SH12	人物	陆照	left_shoulder_bleeding_ear_struck_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩伤包掌/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩伤包掌/ref_v01.jpg	02b7108af67b823e8139a525012be6330e328fb670a92d6f869aebdc013e63cb
EP003_SH12	人物	葛牙	dry	制作/前三集_v8_v2_文本定稿/资产/葛牙_落帽束腕/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/葛牙_落帽束腕/ref_v01.jpg	145a61447627cc6b45f45491ff4705e01ff1c0c2d6943a98ebe57df1c39682a8
EP003_SH12	人物	阿砾	dry	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_01.jpg	a3a218ac22307538ae4345f59290a4f43546b57c3dccab1521ef101f31c72901
EP003_SH12	场景	晒网架		制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	60392021b01b91ca06e537f8a66d79a3b0df00e8ee03211712ccfa5c196557e0
EP003_SH12	道具	系网短绳		制作/前三集_v8_v2_文本定稿/资产/小物工具/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/小物工具/ref_v01.jpg	e1a8b7f102628c398483289e0d3138210b1902aaad7f65b6e3fceb530ec5af9e
EP003_SH12	道具	架柱		制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	60392021b01b91ca06e537f8a66d79a3b0df00e8ee03211712ccfa5c196557e0
EP003_SH12	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP003_SH13	人物	阿砾	dry	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_01.jpg	a3a218ac22307538ae4345f59290a4f43546b57c3dccab1521ef101f31c72901
EP003_SH13	人物	守船人	dry	制作/前三集_v8_v2_文本定稿/资产/复用/守船人_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/守船人_01.jpg	c0d1fa7ea2459f4f38ceefe1370752744ef83032f88d1fa11bbc09e810bf6f66
EP003_SH13	人物	会库押解人	dry	制作/前三集_v8_v2_文本定稿/资产/会库押解人/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/会库押解人/ref_v01.jpg	1917304d848e74a06a16ec83ebaaf41b999b66ad676e2c4ce8ef72bab3aaa964
EP003_SH13	人物	闻溪	dry	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_01.jpg	2754fefd3398e60ef449f9d3289d049aa223327ec49e434d1f3a46ed13e35d07
EP003_SH13	人物	葛牙	dry	制作/前三集_v8_v2_文本定稿/资产/葛牙_落帽束腕/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/葛牙_落帽束腕/ref_v01.jpg	145a61447627cc6b45f45491ff4705e01ff1c0c2d6943a98ebe57df1c39682a8
EP003_SH13	场景	盐棚外		制作/前三集_v8_v2_文本定稿/资产/盐棚门网轴线/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/盐棚门网轴线/ref_v01.jpg	b839a6548578af7e7af023493a3e24946298fae924abf748df38ccca82a5e265
EP003_SH13	道具	短刀		制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/短刀_01.jpg	b8df93521fbbcc65c0cf7cc1f3d7da386af2b6a95c466d6c445264e67fc181ff
EP003_SH13	道具	棕兜帽		制作/前三集_v8_v2_文本定稿/资产/落地棕兜帽/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/落地棕兜帽/ref_v01.jpg	87903485984ad46efa70273c35c9e2b4cf55a8511ee05c454fd213924248f6d6
EP003_SH13	道具	铜鱼牌		制作/前三集_v8_v2_文本定稿/资产/复用/铜鱼牌_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/铜鱼牌_01.jpg	a67173962a16527adf1447d05d352fd290aad6d0df44572af0466d0934bb40ca
EP003_SH13	道具	架柱		制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	60392021b01b91ca06e537f8a66d79a3b0df00e8ee03211712ccfa5c196557e0
EP003_SH14	人物	陆照	left_shoulder_bleeding_ear_struck_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩伤包掌/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩伤包掌/ref_v01.jpg	02b7108af67b823e8139a525012be6330e328fb670a92d6f869aebdc013e63cb
EP003_SH14	场景	晒网架		制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/网架近景/ref_v01.jpg	60392021b01b91ca06e537f8a66d79a3b0df00e8ee03211712ccfa5c196557e0
EP003_SH14	道具	余烬		制作/前三集_v8_v2_文本定稿/资产/复用/余烬_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/余烬_01.jpg	2aac0b202d1a1018a30fd436f62b1388130a2bd25a0994bf430f7c5b86a62ba3
EP003_SH14	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP003_SH14	道具	湿网		制作/前三集_v8_v2_文本定稿/资产/复用/湿网_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/湿网_01.jpg	286f1762accaff102622192ea1500f3146ccedf26005b8439e053ec49cac95c0
EP003_SH15	人物	陆照	left_shoulder_dressed_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩敷药包掌/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩敷药包掌/ref_v01.jpg	b022241e95628b32a037b57538e0e9d8d6a1e9b59470de4e78fc2fbe4319e715
EP003_SH15	人物	闻溪	dry	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/闻溪_01.jpg	2754fefd3398e60ef449f9d3289d049aa223327ec49e434d1f3a46ed13e35d07
EP003_SH15	人物	陆禾	dry	制作/前三集_v8_v2_文本定稿/资产/复用/陆禾_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/陆禾_01.jpg	06284023eadc1c447de50e0fdf1ee8eb8203bf3ab4ccaf131943b3eba2e99e79
EP003_SH15	场景	盐棚门口		制作/前三集_v8_v2_文本定稿/资产/盐棚门网轴线/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/盐棚门网轴线/ref_v01.jpg	b839a6548578af7e7af023493a3e24946298fae924abf748df38ccca82a5e265
EP003_SH15	道具	剪刀		制作/前三集_v8_v2_文本定稿/资产/小物工具/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/小物工具/ref_v01.jpg	e1a8b7f102628c398483289e0d3138210b1902aaad7f65b6e3fceb530ec5af9e
EP003_SH15	道具	肩药布		制作/前三集_v8_v2_文本定稿/资产/复用/药布_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/药布_01.jpg	123879183b2ec02a40909d961a5314d83eb75f218bd44549aa1c17ed0ee3f257
EP003_SH15	道具	皮鞘		制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	ba8a3fa037fd1088e5476dbd24e6d33af09f41552dc77bc5fa7741ff0ac55a35
EP003_SH15	道具	黑钢锥		制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/黑钢锥_01.jpg	2dc24505a1c31030003cf9e7639cce3c3025165ebb68cc8ea9b2a323cb09c64c
EP003_SH15	道具	饭碗		制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	603e830fa960a300d91ffda91b3bdd7bac766f20ecd92ccd2110b90423612b18
EP003_SH16	人物	陆照	left_shoulder_dressed_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩敷药包掌/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩敷药包掌/ref_v01.jpg	b022241e95628b32a037b57538e0e9d8d6a1e9b59470de4e78fc2fbe4319e715
EP003_SH16	人物	陆禾	dry	制作/前三集_v8_v2_文本定稿/资产/复用/陆禾_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/陆禾_01.jpg	06284023eadc1c447de50e0fdf1ee8eb8203bf3ab4ccaf131943b3eba2e99e79
EP003_SH16	场景	盐棚门口		制作/前三集_v8_v2_文本定稿/资产/盐棚门网轴线/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/盐棚门网轴线/ref_v01.jpg	b839a6548578af7e7af023493a3e24946298fae924abf748df38ccca82a5e265
EP003_SH16	道具	肩药布		制作/前三集_v8_v2_文本定稿/资产/复用/药布_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/药布_01.jpg	123879183b2ec02a40909d961a5314d83eb75f218bd44549aa1c17ed0ee3f257
EP003_SH16	道具	完整饭碗		制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/双完整饭碗/ref_v01.jpg	603e830fa960a300d91ffda91b3bdd7bac766f20ecd92ccd2110b90423612b18
EP003_SH16	道具	皮鞘		制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	ba8a3fa037fd1088e5476dbd24e6d33af09f41552dc77bc5fa7741ff0ac55a35
EP003_SH17	人物	陆照	left_shoulder_dressed_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩敷药包掌/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩敷药包掌/ref_v01.jpg	b022241e95628b32a037b57538e0e9d8d6a1e9b59470de4e78fc2fbe4319e715
EP003_SH17	人物	岑鹿	dry	制作/前三集_v8_v2_文本定稿/资产/复用/岑鹿_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/岑鹿_01.jpg	f6fc3e1e9695bc828fa37c88d99b96d3eec367d6802a116031a8c497a41d9a01
EP003_SH17	人物	阿砾	dry	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_01.jpg	a3a218ac22307538ae4345f59290a4f43546b57c3dccab1521ef101f31c72901
EP003_SH17	场景	码头绳摊		制作/前三集_v8_v2_文本定稿/资产/码头绳摊/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/码头绳摊/ref_v01.jpg	5d4e51ad22b0f4ecdd6d2964f4a36d4a49c11030181192996f96853118bedb56
EP003_SH17	道具	清障图		制作/前三集_v8_v2_文本定稿/资产/清障图新版/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/清障图新版/structure_v03.jpg	d3bb8876f910a14d18ac81bda02ae2083e4152d9a69f21a838e150d6931f32e8
EP003_SH17	道具	工具箱标记		制作/前三集_v8_v2_文本定稿/资产/清障图新版/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/清障图新版/structure_v03.jpg	d3bb8876f910a14d18ac81bda02ae2083e4152d9a69f21a838e150d6931f32e8
EP003_SH17	道具	铜钱		制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	70db97c3508baa83b3c088d6694d92c20e59d640e14cd8c5f36330bd97c01a49
EP003_SH18	人物	陆照	left_shoulder_dressed_bandaged_palm	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩敷药包掌/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/陆照_左肩敷药包掌/ref_v01.jpg	b022241e95628b32a037b57538e0e9d8d6a1e9b59470de4e78fc2fbe4319e715
EP003_SH18	人物	阿砾	dry	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/阿砾_01.jpg	a3a218ac22307538ae4345f59290a4f43546b57c3dccab1521ef101f31c72901
EP003_SH18	场景	码头绳摊		制作/前三集_v8_v2_文本定稿/资产/码头绳摊/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/码头绳摊/ref_v01.jpg	5d4e51ad22b0f4ecdd6d2964f4a36d4a49c11030181192996f96853118bedb56
EP003_SH18	道具	铜钱		制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/小钱袋成串铜钱/ref_v01.jpg	70db97c3508baa83b3c088d6694d92c20e59d640e14cd8c5f36330bd97c01a49
EP003_SH18	道具	雇工条		制作/前三集_v8_v2_文本定稿/资产/空白票据/ref_v01.jpg	制作/前三集_v8_v2_文本定稿/资产/空白票据/ref_v01.jpg	0540d829008d54a18051abdea8e7b3cff1eb2971f3397fde17f442eeaacfbfdf
EP003_SH18	道具	新绳		制作/前三集_v8_v2_文本定稿/资产/复用/新绳_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/新绳_01.jpg	98289bcb88c676549e429debad569cdd37228d11d7900322dc22122e1c4bb7a2
EP003_SH18	道具	皮鞘		制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	制作/前三集_v8_v2_文本定稿/资产/复用/皮鞘_01.jpg	ba8a3fa037fd1088e5476dbd24e6d33af09f41552dc77bc5fa7741ff0ac55a35
